,id,name
5781,DT.DOD.DLTT.CD.GG.AR.NE.US,"Net Ext. Debt Position, General Government, Long-term, Trade credit and advances, USD"
5782,DT.DOD.DLTT.CD.GG.AR.OC.US,"Gross Ext. Debt Pos., General Government, Long-term, Trade credit and advances, Other chg in vol., USD"
5783,DT.DOD.DLTT.CD.GG.AR.PX.US,"Gross Ext. Debt Pos., General Government, Long-term, Trade credit and advances, Other price chg, USD"
5784,DT.DOD.DLTT.CD.GG.AR.TR.US,"Gross Ext. Debt Pos., General Government, Long-term, Trade credit and advances, Transactions, USD"
5785,DT.DOD.DLTT.CD.GG.AR.US,"Gross Ext. Debt Pos., General Government, Long-term, Trade credit and advances, USD"
5786,DT.DOD.DLTT.CD.HN.US,"Gross Ext. Debt Pos., HH and nonprofit institu. (NPISHs), Long-term, Trade credit and advances, USD"
5787,DT.DOD.DLTT.CD.MA.AR.BE.US,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, Beginning of period, USD"
5788,DT.DOD.DLTT.CD.MA.AR.EA.US,"Ext. Assets in Debt Instruments, Central Bank, Long-term, Trade credit and advances, USD"
5789,DT.DOD.DLTT.CD.MA.AR.EN.US,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, end of period, USD"
5790,DT.DOD.DLTT.CD.MA.AR.EX.US,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, Exchange rate chg, USD"
5791,DT.DOD.DLTT.CD.MA.AR.GE.US,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances , Beginning pos., USD"
5792,DT.DOD.DLTT.CD.MA.AR.NE.US,"Net Ext. Debt Position, Central Bank, Long-term, Trade credit and advances , USD"
5793,DT.DOD.DLTT.CD.MA.AR.OC.US,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, Other chg in vol., USD"
5794,DT.DOD.DLTT.CD.MA.AR.PX.US,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, Other price chg, USD"
5795,DT.DOD.DLTT.CD.MA.AR.TR.US,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, Transactions, USD"
5796,DT.DOD.DLTT.CD.MA.AR.US,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, USD"
5797,DT.DOD.DLTT.CD.NC.US,"Gross Ext. Debt Pos., Nonfinancial corporations, Long-term, Trade credit and advances, USD"
5798,DT.DOD.DLTT.CD.OF.US,"Gross Ext. Debt Pos., Other financial corporations, Long-term, Trade credit and advances, USD"
5799,DT.DOD.DLTT.CD.OT.AR.BE.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, Beginning of period, USD"
5800,DT.DOD.DLTT.CD.OT.AR.EA.US,"Ext. Assets in Debt Instruments, Other Sectors, Long-term, Trade credit and advances, USD"
5801,DT.DOD.DLTT.CD.OT.AR.EN.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, end of period, USD"
5802,DT.DOD.DLTT.CD.OT.AR.EX.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, Exchange rate chg, USD"
5803,DT.DOD.DLTT.CD.OT.AR.GE.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, Beginning pos., USD"
5804,DT.DOD.DLTT.CD.OT.AR.NE.US,"Net Ext. Debt Position, Other Sectors, Long-term, Trade credit and advances, USD"
5805,DT.DOD.DLTT.CD.OT.AR.OC.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, Other chg in vol., USD"
5806,DT.DOD.DLTT.CD.OT.AR.PX.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, Other price chg, USD"
5807,DT.DOD.DLTT.CD.OT.AR.TR.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, Transactions, USD"
5808,DT.DOD.DLTT.CD.OT.AR.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, USD"
5809,DT.DOD.DLXF.CD,"External debt stocks, long-term (DOD, current US$)"
5810,DT.DOD.DLXF.CD.CB.AR.BE.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, Beginning of period, USD"
5811,DT.DOD.DLXF.CD.CB.AR.EA.US,"Ext. Assets in Debt Instruments, Deposit-Taking Corp., exc. CB, Long-term, All instruments, USD"
5812,DT.DOD.DLXF.CD.CB.AR.EN.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, end of period, USD"
5813,DT.DOD.DLXF.CD.CB.AR.EX.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, Exchange rate chg, USD"
5814,DT.DOD.DLXF.CD.CB.AR.GE.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, Beginning pos., USD"
5815,DT.DOD.DLXF.CD.CB.AR.NE.US,"Net Ext. Debt Position, Deposit-Taking Corp., exc. CB, Long-term, All instruments, USD"
5816,DT.DOD.DLXF.CD.CB.AR.OC.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, Other chg in vol., USD"
5817,DT.DOD.DLXF.CD.CB.AR.PX.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, Other price chg, USD"
5818,DT.DOD.DLXF.CD.CB.AR.TR.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, Transactions, USD"
5819,DT.DOD.DLXF.CD.CB.AR.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, USD"
5820,DT.DOD.DLXF.CD.CB.TD.MP.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Debt Securities, Diff. with Market Value, USD"
5821,DT.DOD.DLXF.CD.CB.TD.MV.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Debt Securities, Market Value, USD"
5822,DT.DOD.DLXF.CD.CB.TD.NV.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Debt Securities, Nominal Value, USD"
5823,DT.DOD.DLXF.CD.DC.T5.US,"Public and Publicly Guar. Private Sector Ext. Debt Pos., All Sectors, Long-term, All instruments, Domestic currency, USD"
5824,DT.DOD.DLXF.CD.DC.US,"Gross Ext. Debt Pos., All Sectors, Long-term, All instruments, Domestic currency, USD"
5825,DT.DOD.DLXF.CD.DR,Long-Term External Debt (by debtor) (US$)
5826,DT.DOD.DLXF.CD.FC.CB.EU.US,"Gross Ext. F. Curr Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, Euro, USD"
5827,DT.DOD.DLXF.CD.FC.CB.JY.US,"Gross Ext. F. Curr Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, Yen, USD"
5828,DT.DOD.DLXF.CD.FC.CB.OT.US,"Gross Ext. F. Curr Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, Other curr., USD"
5829,DT.DOD.DLXF.CD.FC.CB.TO.US,"Gross Ext. F. Curr Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, All curr., USD"
5830,DT.DOD.DLXF.CD.FC.CB.US.US,"Gross Ext. F. Curr Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, US dollar, USD"
5831,DT.DOD.DLXF.CD.FC.GG.EU.US,"Gross Ext. F. Curr Debt Pos., General Government, Long-term, All instruments, Euro, USD"
5832,DT.DOD.DLXF.CD.FC.GG.JY.US,"Gross Ext. F. Curr Debt Pos., General Government, Long-term, All instruments, Yen, USD"
5833,DT.DOD.DLXF.CD.FC.GG.OT.US,"Gross Ext. F. Curr Debt Pos., General Government, Long-term, All instruments, Other curr., USD"
5834,DT.DOD.DLXF.CD.FC.GG.TO.US,"Gross Ext. F. Curr Debt Pos., General Government, Long-term, All instruments, All curr., USD"
5835,DT.DOD.DLXF.CD.FC.GG.US.US,"Gross Ext. F. Curr Debt Pos., General Government, Long-term, All instruments, US dollar, USD"
5836,DT.DOD.DLXF.CD.FC.MA.EU.US,"Gross Ext. F. Curr Debt Pos., Central Bank, Long-term, All instruments, Euro, USD"
5837,DT.DOD.DLXF.CD.FC.MA.JY.US,"Gross Ext. F. Curr Debt Pos., Central Bank, Long-term, All instruments, Yen, USD"
5838,DT.DOD.DLXF.CD.FC.MA.OT.US,"Gross Ext. F. Curr Debt Pos., Central Bank, Long-term, All instruments, Other curr., USD"
5839,DT.DOD.DLXF.CD.FC.MA.TO.US,"Gross Ext. F. Curr Debt Pos., Central Bank, Long-term, All instruments, All curr., USD"
5840,DT.DOD.DLXF.CD.FC.MA.US.US,"Gross Ext. F. Curr Debt Pos., Central Bank, Long-term, All instruments, US dollar, USD"
5841,DT.DOD.DLXF.CD.FC.OT.EU.US,"Gross Ext. F. Curr Debt Pos., Other Sectors, Long-term, All instruments, Euro, USD"
5842,DT.DOD.DLXF.CD.FC.OT.JY.US,"Gross Ext. F. Curr Debt Pos., Other Sectors, Long-term, All instruments, Yen, USD"
5843,DT.DOD.DLXF.CD.FC.OT.OT.US,"Gross Ext. F. Curr Debt Pos., Other Sectors, Long-term, All instruments, Other curr., USD"
5844,DT.DOD.DLXF.CD.FC.OT.TO.US,"Gross Ext. F. Curr Debt Pos., Other Sectors, Long-term, All instruments, All curr., USD"
5845,DT.DOD.DLXF.CD.FC.OT.US.US,"Gross Ext. F. Curr Debt Pos., Other Sectors, Long-term, All instruments, US dollar, USD"
5846,DT.DOD.DLXF.CD.FC.T5.US,"Public and Publicly Guar. Private Sector Ext. Debt Pos., All Sectors, Long-term, All instruments, Foreign currency, USD"
5847,DT.DOD.DLXF.CD.FC.US,"Gross Ext. Debt Pos., All Sectors, Long-term, All instruments, Foreign currency, USD"
5848,DT.DOD.DLXF.CD.GG.AR.BE.US,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, Beginning of period, USD"
5849,DT.DOD.DLXF.CD.GG.AR.EA.US,"Ext. Assets in Debt Instruments, General Government, Long-term, All instruments, USD"
5850,DT.DOD.DLXF.CD.GG.AR.EN.US,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, end of period, USD"
5851,DT.DOD.DLXF.CD.GG.AR.EX.US,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, Exchange rate chg, USD"
5852,DT.DOD.DLXF.CD.GG.AR.GE.US,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, Beginning pos., USD"
5853,DT.DOD.DLXF.CD.GG.AR.NE.US,"Net Ext. Debt Position, General Government, Long-term, All instruments, USD"
5854,DT.DOD.DLXF.CD.GG.AR.OC.US,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, Other chg in vol., USD"
5855,DT.DOD.DLXF.CD.GG.AR.PX.US,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, Other price chg, USD"
5856,DT.DOD.DLXF.CD.GG.AR.TR.US,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, Transactions, USD"
5857,DT.DOD.DLXF.CD.GG.AR.US,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, USD"
5858,DT.DOD.DLXF.CD.GG.TD.MP.US,"Gross Ext. Debt Pos., General Government, Long-term, Debt Securities, Diff. with Market Value, USD"
5859,DT.DOD.DLXF.CD.GG.TD.MV.US,"Gross Ext. Debt Pos., General Government, Long-term, Debt Securities, Market Value, USD"
5860,DT.DOD.DLXF.CD.GG.TD.NV.US,"Gross Ext. Debt Pos., General Government, Long-term, Debt Securities, Nominal Value, USD"
5861,DT.DOD.DLXF.CD.HN.US,"Gross Ext. Debt Pos., HH and nonprofit institu. (NPISHs), Long-term, All instruments, USD"
5862,DT.DOD.DLXF.CD.MA.AR.BE.US,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, Beginning of period, USD"
5863,DT.DOD.DLXF.CD.MA.AR.EA.US,"Ext. Assets in Debt Instruments, Central Bank, Long-term, All instruments, USD"
5864,DT.DOD.DLXF.CD.MA.AR.EN.US,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, end of period, USD"
5865,DT.DOD.DLXF.CD.MA.AR.EX.US,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, Exchange rate chg, USD"
5866,DT.DOD.DLXF.CD.MA.AR.GE.US,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, Beginning pos., USD"
5867,DT.DOD.DLXF.CD.MA.AR.NE.US,"Net Ext. Debt Position, Central Bank, Long-term, All instruments, USD"
5868,DT.DOD.DLXF.CD.MA.AR.OC.US,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, Other chg in vol., USD"
5869,DT.DOD.DLXF.CD.MA.AR.PX.US,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, Other price chg, USD"
5870,DT.DOD.DLXF.CD.MA.AR.TR.US,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, Transactions, USD"
5871,DT.DOD.DLXF.CD.MA.AR.US,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, USD"
5872,DT.DOD.DLXF.CD.MA.TD.MP.US,"Gross Ext. Debt Pos., Central Bank, Long-term, Debt Securities, Diff. with Market Value, USD"
5873,DT.DOD.DLXF.CD.MA.TD.MV.US,"Gross Ext. Debt Pos., Central Bank, Long-term, Debt Securities, Market Value, USD"
5874,DT.DOD.DLXF.CD.MA.TD.NV.US,"Gross Ext. Debt Pos., Central Bank, Long-term, Debt Securities, Nominal Value, USD"
5875,DT.DOD.DLXF.CD.NC.US,"Gross Ext. Debt Pos., Nonfinancial corporations, Long-term, All instruments, USD"
5876,DT.DOD.DLXF.CD.OF.US,"Gross Ext. Debt Pos., Other financial corporations, Long-term, All instruments, USD"
5877,DT.DOD.DLXF.CD.OT.AR.BE.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, Beginning of period, USD"
5878,DT.DOD.DLXF.CD.OT.AR.EA.US,"Ext. Assets in Debt Instruments, Other Sectors, Long-term, All instruments, USD"
5879,DT.DOD.DLXF.CD.OT.AR.EN.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, end of period, USD"
5880,DT.DOD.DLXF.CD.OT.AR.EX.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, Exchange rate chg, USD"
5881,DT.DOD.DLXF.CD.OT.AR.GE.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, Beginning pos., USD"
5882,DT.DOD.DLXF.CD.OT.AR.NE.US,"Net Ext. Debt Position, Other Sectors, Long-term, All instruments, USD"
5883,DT.DOD.DLXF.CD.OT.AR.OC.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, Other chg in vol., USD"
5884,DT.DOD.DLXF.CD.OT.AR.PX.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, Other price chg, USD"
5885,DT.DOD.DLXF.CD.OT.AR.TR.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, Transactions, USD"
5886,DT.DOD.DLXF.CD.OT.AR.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, USD"
5887,DT.DOD.DLXF.CD.OT.TD.MP.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, Debt Securities, Diff. with Market Value, USD"
5888,DT.DOD.DLXF.CD.OT.TD.MV.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, Debt Securities, Market Value, USD"
5889,DT.DOD.DLXF.CD.OT.TD.NV.US,"Gross Ext. Debt Pos., Other Sectors, Long-term, Debt Securities, Nominal Value, USD"
5890,DT.DOD.DLXF.CD.US,"Gross Ext. Debt Pos., All Sectors, Long-term, All instruments, USD"
5891,DT.DOD.DLXF.PR.DS.US,"Gross Ext. Debt Pos., Publicly Guar. Private Sector Ext. Debt, Long-term, Debt securities, Memo item, USD"
5892,DT.DOD.DLXF.PU.DS.US,"Gross Ext. Debt Pos., Public Sector Ext. Debt, Long-term, Debt securities, Memo item, USD"
5893,DT.DOD.DLXF.PV.GNP.ZS,Present value of debt (% of GNP)
5894,DT.DOD.DLXF.PV.XGS.ZS,Present value of debt (% of exports of goods and services)
5895,DT.DOD.DOPS.CD,"External debt stocks, other public sector (PPG) (DOD, current US$)"
5896,DT.DOD.DPNG.CD,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)"
5897,DT.DOD.DPNG.CD.AR.US,"Gross Ext. Debt Pos., Private Sector Ext. Debt Not Publicly Guar., All maturities, Arrears, USD"
5898,DT.DOD.DPNG.CD.LT.US,"Gross Ext. Debt Pos., Private Sector Ext. Debt Not Publicly Guar., Long-term, All instruments, USD"
5899,DT.DOD.DPNG.CD.ST.US,"Gross Ext. Debt Pos., Private Sector Ext. Debt Not Publicly Guar., Short-term, All instruments, USD"
5900,DT.DOD.DPNG.CD.US,"Gross Ext. Debt Pos., Private Sector Ext. Debt Not Publicly Guar., All maturities, All instruments, USD"
5901,DT.DOD.DPNG.ZS,Private nonguaranteed debt (% of external debt)
5902,DT.DOD.DPPC.CD.DT.T5.US,"Public and Publicly Guar. Private Sector Ext. Debt Pos., All Sectors, All maturities, All instruments, All currencies, USD"
5903,DT.DOD.DPPC.CD.TO.US,"Public and Publicly Guar. Private Sector Ext. Debt Pos., All Creditors, All maturities, All instruments, USD"
5904,DT.DOD.DPPG.AR.US,"Gross Ext. Debt Pos., Public and Publicly Guar. Private Sector Ext. Debt, All maturities, Arrears, Prin. and Int., USD"
5905,DT.DOD.DPPG.CD,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)"
5906,DT.DOD.DPPG.CD.AR.US,"Gross Ext. Debt Pos., Public and Publicly Guar. Private Sector Ext. Debt, All maturities, All instruments, USD"
5907,DT.DOD.DPPG.DS.US,"Gross Ext. Debt Pos., Public and Publicly Guar. Private Sector Ext. Debt, All maturities, Debt securities, Memo item, USD"
5908,DT.DOD.DSCD.CD.CB.AR.BE.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, Beginning of period, USD"
5909,DT.DOD.DSCD.CD.CB.AR.EA.US,"Ext. Assets in Debt Instruments, Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, USD"
5910,DT.DOD.DSCD.CD.CB.AR.EN.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, end of period, USD"
5911,DT.DOD.DSCD.CD.CB.AR.EX.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, Exchange rate chg, USD"
5912,DT.DOD.DSCD.CD.CB.AR.GE.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, Beginning pos., USD"
5913,DT.DOD.DSCD.CD.CB.AR.NE.US,"Net Ext. Debt Position, Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, USD"
5914,DT.DOD.DSCD.CD.CB.AR.OC.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, Other chg in vol., USD"
5915,DT.DOD.DSCD.CD.CB.AR.PX.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, Other price chg, USD"
5916,DT.DOD.DSCD.CD.CB.AR.TR.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, Transactions, USD"
5917,DT.DOD.DSCD.CD.CB.AR.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, USD"
5918,DT.DOD.DSCD.CD.GG.AR.BE.US,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, Beginning of period, USD"
5919,DT.DOD.DSCD.CD.GG.AR.EA.US,"Ext. Assets in Debt Instruments, General Government, Short-term, Currency and deposits, USD"
5920,DT.DOD.DSCD.CD.GG.AR.EN.US,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, end of period, USD"
5921,DT.DOD.DSCD.CD.GG.AR.EX.US,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, Exchange rate chg, USD"
5922,DT.DOD.DSCD.CD.GG.AR.GE.US,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, Beginning pos., USD"
5923,DT.DOD.DSCD.CD.GG.AR.NE.US,"Net Ext. Debt Position, General Government, Short-term, Currency and deposits, USD"
5924,DT.DOD.DSCD.CD.GG.AR.OC.US,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, Other chg in vol., USD"
5925,DT.DOD.DSCD.CD.GG.AR.PX.US,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, Other price chg, USD"
5926,DT.DOD.DSCD.CD.GG.AR.TR.US,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, Transactions, USD"
5927,DT.DOD.DSCD.CD.GG.AR.US,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, USD"
5928,DT.DOD.DSCD.CD.HN.US,"Gross Ext. Debt Pos., HH and nonprofit institu. (NPISHs), Short-term, Currency and deposits, USD"
5929,DT.DOD.DSCD.CD.MA.AR.BE.US,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, Beginning of period, USD"
5930,DT.DOD.DSCD.CD.MA.AR.EA.US,"Ext. Assets in Debt Instruments, Central Bank, Short-term, Currency and deposits, USD"
5931,DT.DOD.DSCD.CD.MA.AR.EN.US,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, end of period, USD"
5932,DT.DOD.DSCD.CD.MA.AR.EX.US,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, Exchange rate chg, USD"
5933,DT.DOD.DSCD.CD.MA.AR.GE.US,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, Beginning pos., USD"
5934,DT.DOD.DSCD.CD.MA.AR.NE.US,"Net Ext. Debt Position, Central Bank, Short-term, Currency and deposits, USD"
5935,DT.DOD.DSCD.CD.MA.AR.OC.US,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, Other chg in vol., USD"
5936,DT.DOD.DSCD.CD.MA.AR.PX.US,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, Other price chg, USD"
5937,DT.DOD.DSCD.CD.MA.AR.TR.US,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, Transactions, USD"
5938,DT.DOD.DSCD.CD.MA.AR.US,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, USD"
5939,DT.DOD.DSCD.CD.NC.US,"Gross Ext. Debt Pos., Nonfinancial corporations, Short-term, Currency and deposits, USD"
5940,DT.DOD.DSCD.CD.OF.US,"Gross Ext. Debt Pos., Other financial corporations, Short-term, Currency and deposits, USD"
5941,DT.DOD.DSCD.CD.OT.AR.BE.US,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, Beginning of period, USD"
5942,DT.DOD.DSCD.CD.OT.AR.EA.US,"Ext. Assets in Debt Instruments, Other Sectors, Short-term, Currency and deposits, USD"
5943,DT.DOD.DSCD.CD.OT.AR.EN.US,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, end of period, USD"
5944,DT.DOD.DSCD.CD.OT.AR.EX.US,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, Exchange rate chg, USD"
5945,DT.DOD.DSCD.CD.OT.AR.GE.US,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, Beginning pos., USD"
5946,DT.DOD.DSCD.CD.OT.AR.NE.US,"Net Ext. Debt Position, Other Sectors, Short-term, Currency and deposits, USD"
5947,DT.DOD.DSCD.CD.OT.AR.OC.US,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, Other chg in vol., USD"
5948,DT.DOD.DSCD.CD.OT.AR.PX.US,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, Other price chg, USD"
5949,DT.DOD.DSCD.CD.OT.AR.TR.US,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, Transactions, USD"
5950,DT.DOD.DSCD.CD.OT.AR.US,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, USD"
5951,DT.DOD.DSDR.CD,"SDR allocations (DOD, current US$)"
5952,DT.DOD.DSOO.CD.CB.AR.BE.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, Beginning of period, USD"
5953,DT.DOD.DSOO.CD.CB.AR.EA.US,"Ext. Assets in Debt Instruments, Deposit-Taking Corp., exc. CB, Short-term, Other debt instruments, USD"
5954,DT.DOD.DSOO.CD.CB.AR.EN.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, end of period, USD"
5955,DT.DOD.DSOO.CD.CB.AR.EX.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, Exchange rate chg, USD"
5956,DT.DOD.DSOO.CD.CB.AR.GE.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt instruments, Beginning pos., USD"
5957,DT.DOD.DSOO.CD.CB.AR.NE.US,"Net Ext. Debt Position, Deposit-Taking Corp., exc. CB, Short-term, Other debt instruments, USD"
5958,DT.DOD.DSOO.CD.CB.AR.OC.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, Other chg in vol., USD"
5959,DT.DOD.DSOO.CD.CB.AR.PX.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, Other price chg, USD"
5960,DT.DOD.DSOO.CD.CB.AR.TR.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, Transactions, USD"
5961,DT.DOD.DSOO.CD.CB.AR.US,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, USD"
5962,DT.DOD.DSOO.CD.GG.AR.BE.US,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, Beginning of period, USD"
5963,DT.DOD.DSOO.CD.GG.AR.EA.US,"Ext. Assets in Debt Instruments, General Government, Short-term, Other debt instruments, USD"
5964,DT.DOD.DSOO.CD.GG.AR.EN.US,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, end of period, USD"
5965,DT.DOD.DSOO.CD.GG.AR.EX.US,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, Exchange rate chg, USD"
5966,DT.DOD.DSOO.CD.GG.AR.GE.US,"Gross Ext. Debt Pos., General Government, Short-term, Other debt instruments, Beginning pos., USD"
5967,DT.DOD.DSOO.CD.GG.AR.NE.US,"Net Ext. Debt Position, General Government, Short-term, Other debt instruments, USD"
5968,DT.DOD.DSOO.CD.GG.AR.OC.US,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, Other chg in vol., USD"
5969,DT.DOD.DSOO.CD.GG.AR.PX.US,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, Other price chg, USD"
5970,DT.DOD.DSOO.CD.GG.AR.TR.US,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, Transactions, USD"
5971,DT.DOD.DSOO.CD.GG.AR.US,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, USD"
5972,DT.DOD.DSOO.CD.MA.AR.BE.US,"Gross Ext. Debt Pos., Central Bank, Short-term, Other debt liabilities, Beginning of period, USD"
5973,DT.DOD.DSOO.CD.MA.AR.EA.US,"Ext. Assets in Debt Instruments, Central Bank, Short-term, Other debt instruments, USD"
5974,DT.DOD.DSOO.CD.MA.AR.EN.US,"Gross Ext. Debt Pos., Central Bank, Short-term, Other debt liabilities, end of period, USD"
